Route File,Prefix,Method,Path,Full Endpoint,Domain,Tags,Description
backend/main.py,,GET,/api/quant/walkforward/{symbol},/api/quant/walkforward/{symbol},Trading,,Walk-forward
backend/main.py,,GET,/api/algobot/status,/api/algobot/status,Brain/ML,,AlgoBot status
backend/main.py,,POST,/api/algobot/start,/api/algobot/start,Brain/ML,,Start AlgoBot
backend/main.py,,POST,/api/algobot/stop,/api/algobot/stop,Brain/ML,,Stop AlgoBot
backend/main.py,,POST,/api/algobot/pause,/api/algobot/pause,Brain/ML,,Pause AlgoBot
backend/main.py,,GET,/api/algobot/trades,/api/algobot/trades,Brain/ML,,AlgoBot trades
backend/main.py,,GET,/api/kill-switch,/api/kill-switch,System,,Kill switch status
backend/main.py,,POST,/api/kill-switch/activate,/api/kill-switch/activate,System,,Activate kill switch
backend/main.py,,POST,/api/kill-switch/deactivate,/api/kill-switch/deactivate,System,,Deactivate kill switch
backend/main.py,,GET,/api/settings,/api/settings,System,,Get settings
backend/main.py,,POST,/api/settings,/api/settings,System,,Update settings
backend/main.py,,GET,/api/settings/presets,/api/settings/presets,System,,Settings presets
backend/main.py,,POST,/api/settings/preset/{preset_name},/api/settings/preset/{preset_name},System,,Apply preset
backend/main.py,,GET,/api/settings/api-keys,/api/settings/api-keys,System,,API keys
backend/main.py,,POST,/api/settings/api-keys/{provider},/api/settings/api-keys/{provider},System,,Update API key
backend/main.py,,POST,/api/settings/api-keys,/api/settings/api-keys,System,,Save API keys
backend/main.py,,GET,/api/settings/api-keys/{provider}/test,/api/settings/api-keys/{provider}/test,System,,Test API key
backend/main.py,,GET,/api/settings/test-connection/{provider},/api/settings/test-connection/{provider},System,,Test connection
backend/main.py,,GET,/api/live/quote/{symbol},/api/live/quote/{symbol},Market Data,,Live quote
backend/main.py,,GET,/api/live/historical/{symbol},/api/live/historical/{symbol},Market Data,,Historical data
backend/main.py,,GET,/api/system/health,/api/system/health,System,,System health
backend/main.py,,GET,/api/system/status,/api/system/status,System,,System status
backend/main.py,,GET,/api/system/ml-capabilities,/api/system/ml-capabilities,System,,ML capabilities
backend/main.py,,GET,/api/system/resources,/api/system/resources,System,,System resources
backend/main.py,,GET,/api/beast/status,/api/beast/status,Brain/ML,,BEAST status
backend/main.py,,POST,/api/beast/train/{symbol},/api/beast/train/{symbol},Brain/ML,,Train BEAST
backend/main.py,,GET,/api/beast/predict/{symbol},/api/beast/predict/{symbol},Brain/ML,,BEAST predict
backend/main.py,,GET,/api/rl/status,/api/rl/status,Brain/ML,,RL status
backend/main.py,,POST,/api/rl/train/{symbol},/api/rl/train/{symbol},Brain/ML,,Train RL
backend/main.py,,GET,/api/rl/action/{symbol},/api/rl/action/{symbol},Brain/ML,,RL action
backend/main.py,,GET,/api/dl/status,/api/dl/status,Brain/ML,,Deep learning status
backend/main.py,,POST,/api/dl/train/{symbol},/api/dl/train/{symbol},Brain/ML,,Train DL
backend/main.py,,GET,/api/dl/predict/{symbol},/api/dl/predict/{symbol},Brain/ML,,DL predict
backend/main.py,,GET,/api/evolution/status,/api/evolution/status,Brain/ML,,Evolution status
backend/main.py,,POST,/api/evolution/evolve/{symbol},/api/evolution/evolve/{symbol},Brain/ML,,Run evolution
backend/main.py,,GET,/api/evolution/best,/api/evolution/best,Brain/ML,,Best evolved
backend/main.py,,GET,/api/propfirm/status,/api/propfirm/status,PropFirm,,PropFirm status
backend/main.py,,POST,/api/propfirm/record-trade,/api/propfirm/record-trade,PropFirm,,Record trade
backend/main.py,,GET,/api/propfirm/position-size,/api/propfirm/position-size,PropFirm,,Position sizing
backend/main.py,,GET,/api/propfirm/daily-summary,/api/propfirm/daily-summary,PropFirm,,Daily summary
backend/main.py,,GET,/api/propfirm/performance,/api/propfirm/performance,PropFirm,,Performance
backend/main.py,,GET,/api/brain/modules,/api/brain/modules,Brain/ML,,Brain modules
backend/main.py,,GET,/api/brain/gpu,/api/brain/gpu,Brain/ML,,GPU status
backend/main.py,,GET,/api/feedback/status,/api/feedback/status,Brain/ML,,Feedback status
backend/main.py,,GET,/api/feedback/metrics,/api/feedback/metrics,Brain/ML,,Feedback metrics
backend/main.py,,GET,/api/feedback/strategies,/api/feedback/strategies,Brain/ML,,Feedback strategies
backend/main.py,,POST,/api/feedback/record,/api/feedback/record,Brain/ML,,Record feedback
backend/main.py,,GET,/api/feedback/history,/api/feedback/history,Brain/ML,,Feedback history
backend/main.py,,GET,/api/feedback/performance-history,/api/feedback/performance-history,Brain/ML,,Performance history
backend/main.py,,POST,/api/pairs/scan-legacy,/api/pairs/scan-legacy,Trading,,Pairs scan (legacy)
backend/main.py,,GET,/api/news,/api/news,Research,,Get news
backend/main.py,,GET,/api/news/sentiment,/api/news/sentiment,Research,,News sentiment
backend/main.py,,GET,/api/reports/summary,/api/reports/summary,Reports,,Reports summary
backend/main.py,,POST,/api/reports/generate,/api/reports/generate,Reports,,Generate report
backend/main.py,,GET,/api/connections,/api/connections,System,,List connections
backend/main.py,,POST,/api/connections/{connection_id}/test,/api/connections/{connection_id}/test,System,,Test connection
backend/main.py,,POST,/api/connections,/api/connections,System,,Add connection
backend/main.py,,DELETE,/api/connections/{connection_id},/api/connections/{connection_id},System,,Delete connection
backend/main.py,,GET,/api/trades/closed,/api/trades/closed,Trading,,Closed trades
backend/main.py,,GET,/api/trades/stats,/api/trades/stats,Trading,,Trade stats
backend/main.py,,GET,/api/brain-v6/status,/api/brain-v6/status,Brain/ML,,Brain V6 status
backend/main.py,,GET,/api/brain-v6/signal/{symbol},/api/brain-v6/signal/{symbol},Brain/ML,,Brain V6 signal
backend/main.py,,POST,/api/brain-v6/train,/api/brain-v6/train,Brain/ML,,Train Brain V6
backend/main.py,,GET,/api/brain-v6/config,/api/brain-v6/config,Brain/ML,,Brain V6 config
backend/main.py,,POST,/api/brain-v6/config,/api/brain-v6/config,Brain/ML,,Update config
backend/main.py,,GET,/api/brain-v6/training-history,/api/brain-v6/training-history,Brain/ML,,Training history
backend/main.py,,POST,/api/brain-v6/record-trade,/api/brain-v6/record-trade,Brain/ML,,Record trade
backend/main.py,,POST,/api/brain-v6/auto-train/start,/api/brain-v6/auto-train/start,Brain/ML,,Start auto-train
backend/main.py,,POST,/api/brain-v6/auto-train/stop,/api/brain-v6/auto-train/stop,Brain/ML,,Stop auto-train
backend/main.py,,GET,/api/brain-v6/rulesets,/api/brain-v6/rulesets,Brain/ML,,Brain V6 rulesets
backend/main.py,,POST,/api/brain-v6/set-ruleset,/api/brain-v6/set-ruleset,Brain/ML,,Set ruleset
backend/main.py,,POST,/api/brain-v6/bootstrap,/api/brain-v6/bootstrap,Brain/ML,,Bootstrap Brain V6
backend/main.py,,GET,/api/brain-v6/strategies,/api/brain-v6/strategies,Brain/ML,,Brain V6 strategies
backend/main.py,,GET,/api/brain-v6/regime,/api/brain-v6/regime,Brain/ML,,Brain V6 regime
backend/main.py,,GET,/api/brain-v6/drift,/api/brain-v6/drift,Brain/ML,,Brain V6 drift
backend/main.py,,GET,/api/ict/status,/api/ict/status,Trading,,ICT status
backend/main.py,,POST,/api/ict/analyze/{symbol},/api/ict/analyze/{symbol},Trading,,ICT analysis
backend/main.py,,GET,/api/ict/zones/{symbol},/api/ict/zones/{symbol},Trading,,ICT zones
backend/main.py,,GET,/api/memory/status,/api/memory/status,Brain/ML,,Market memory status
backend/main.py,,POST,/api/memory/store,/api/memory/store,Brain/ML,,Store memory
backend/main.py,,POST,/api/memory/search,/api/memory/search,Brain/ML,,Search memory
backend/main.py,,GET,/api/regime/status,/api/regime/status,Brain/ML,,Regime status
backend/main.py,,POST,/api/regime/detect/{symbol},/api/regime/detect/{symbol},Brain/ML,,Detect regime
backend/main.py,,GET,/api/regime/history/{symbol},/api/regime/history/{symbol},Brain/ML,,Regime history
backend/main.py,,GET,/api/tpt/status,/api/tpt/status,Trading,,TPT status
backend/main.py,,POST,/api/tpt/signal/{symbol},/api/tpt/signal/{symbol},Trading,,TPT signal
backend/main.py,,GET,/api/journal/status,/api/journal/status,Trading,,Journal status
backend/main.py,,POST,/api/journal/record,/api/journal/record,Trading,,Record journal
backend/main.py,,GET,/api/journal/summary,/api/journal/summary,Trading,,Journal summary
backend/main.py,,GET,/api/broker/status,/api/broker/status,Trading,,Broker status
backend/main.py,,GET,/api/broker/account,/api/broker/account,Trading,,Broker account
backend/main.py,,GET,/api/broker/positions,/api/broker/positions,Trading,,Broker positions
backend/main.py,,POST,/api/broker/order,/api/broker/order,Trading,,Submit order
backend/main.py,,GET,/api/learning/status,/api/learning/status,System,,Learning center status
backend/main.py,,GET,/api/learning/topics,/api/learning/topics,System,,Learning topics
backend/main.py,,GET,/api/learning/topics/{topic_id},/api/learning/topics/{topic_id},System,,Topic details
backend/main.py,,GET,/api/learning/categories,/api/learning/categories,System,,Topic categories
backend/main.py,,GET,/api/learning/search,/api/learning/search,System,,Search learning
backend/main.py,,GET,/api/modules/status,/api/modules/status,System,,Modules status
backend/main.py,,GET,/api/pairs,/api/pairs,Trading,,Pairs trading
backend/main.py,,POST,/api/pairs/scan,/api/pairs/scan,Trading,,Scan pairs
backend/main.py,,GET,/api/benchmark,/api/benchmark,Portfolio,,Benchmarks
backend/main.py,,POST,/api/benchmark/add,/api/benchmark/add,Portfolio,,Add benchmark
backend/main.py,,POST,/api/benchmark/update,/api/benchmark/update,Portfolio,,Update benchmark
backend/main.py,,DELETE,/api/benchmark/{symbol},/api/benchmark/{symbol},Portfolio,,Delete benchmark
backend/main.py,,GET,/api/benchmark/comparison,/api/benchmark/comparison,Portfolio,,Benchmark comparison
backend/main.py,,GET,/api/correlation/matrix,/api/correlation/matrix,Risk,,Correlation matrix
backend/main.py,,POST,/api/monte-carlo/run,/api/monte-carlo/run,Backtest,,Monte Carlo run
backend/main.py,,GET,/api/monte-carlo/presets,/api/monte-carlo/presets,Backtest,,MC presets
backend/main.py,,GET,/api/slide-doctrine,/api/slide-doctrine,System,,Slide doctrine
backend/main.py,,GET,/api/slide-doctrine/models,/api/slide-doctrine/models,System,,Slide models
backend/main.py,,GET,/api/slide-doctrine/audit,/api/slide-doctrine/audit,System,,Slide audit
backend/main.py,,POST,/api/system/clear-cache,/api/system/clear-cache,System,,Clear cache
backend/main.py,,GET,/api/bots/auto-run,/api/bots/auto-run,Brain/ML,,Auto-run bots
backend/main.py,,POST,/api/bots/auto-run/{bot_name}/start,/api/bots/auto-run/{bot_name}/start,Brain/ML,,Start bot
backend/main.py,,POST,/api/bots/auto-run/{bot_name}/stop,/api/bots/auto-run/{bot_name}/stop,Brain/ML,,Stop bot
backend/main.py,,POST,/api/bots/auto-run/all/start,/api/bots/auto-run/all/start,Brain/ML,,Start all bots
backend/main.py,,POST,/api/bots/auto-run/all/stop,/api/bots/auto-run/all/stop,Brain/ML,,Stop all bots
backend/main.py,,GET,/api/signals,/api/signals,Trading,,Get signals
backend/main.py,,POST,/api/signals/{signal_id}/execute,/api/signals/{signal_id}/execute,Trading,,Execute signal
backend/main.py,,POST,/api/signals/{signal_id}/dismiss,/api/signals/{signal_id}/dismiss,Trading,,Dismiss signal
backend/main.py,,GET,/api/brain-v6/signals,/api/brain-v6/signals,Brain/ML,,Brain V6 signals
backend/main.py,,POST,/api/brain-v6/generate-signal,/api/brain-v6/generate-signal,Brain/ML,,Generate signal
backend/main.py,,GET,/api/brain-v6/analyze/{symbol},/api/brain-v6/analyze/{symbol},Brain/ML,,Brain V6 analyze
backend/main.py,,GET,/api/orders,/api/orders,Trading,,Get orders
backend/main.py,,POST,/api/orders,/api/orders,Trading,,Create order
backend/main.py,,DELETE,/api/orders/{order_id},/api/orders/{order_id},Trading,,Cancel order
backend/main.py,,GET,/api/risk/exposure,/api/risk/exposure,Risk,,Risk exposure
backend/main.py,,GET,/api/risk/safety,/api/risk/safety,Risk,,Safety status
backend/main.py,,GET,/api/strategies,/api/strategies,Trading,,List strategies
backend/main.py,,GET,/api/backtest/results/{result_id},/api/backtest/results/{result_id},Backtest,,Backtest result
backend/main.py,,GET,/api/options/flow,/api/options/flow,Options,,Options flow
backend/main.py,,GET,/api/screener/presets,/api/screener/presets,Trading,,Screener presets
backend/main.py,,GET,/api/ml/predict/{symbol},/api/ml/predict/{symbol},Brain/ML,,ML prediction
backend/main.py,,GET,/api/ml/regime,/api/ml/regime,Brain/ML,,ML regime
backend/main.py,,POST,/api/confirm-trade,/api/confirm-trade,Trading,,Confirm trade
backend/main.py,,GET,/api/gex/{symbol},/api/gex/{symbol},Options,,GEX data
backend/main.py,,POST,/api/quotes,/api/quotes,Market Data,,Batch quotes
backend/main.py,,PUT,/api/settings,/api/settings,System,,Update settings
backend/main.py,,GET,/api/neural/analyze/{symbol},/api/neural/analyze/{symbol},Brain/ML,,Neural analyze
